,X,steering_angles,travelled_dist,y
22,"['CH3_001_output/center/1479421495607028170.jpg', 'CH3_001_output/center/1479421495856254144.jpg', 'CH3_001_output/center/1479421496106327792.jpg']","[-0.0069813169539, -0.0069813169539, -0.0069813169539, -0.0069813169539, -0.0069813169539, -0.008726646192370001, -0.008726646192370001, -0.008726646192370001, -0.008726646192370001, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.012217304669299999, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308]","[0.0, 3.815714791416438, 7.108625037397576, 8.193235843375465, 8.61788384156734, 9.41508019724701, 10.212201689911593, 11.061497686382111, 11.85869392568705, 12.283341922717861, 13.367952537356363, 13.792600535359593, 14.589721795817544, 15.014369794027251, 15.811565828890934, 16.23621382715672, 17.295469941516927, 17.752734360595554, 18.549930251131904, 19.39922624824026, 20.483836586217944, 21.280957494872112, 22.130253491120698, 22.92744914836264, 23.35209714663186, 24.43670733395727, 25.233828042015652]","[140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140]"
23,"['CH3_001_output/center/1479421498156987399.jpg', 'CH3_001_output/center/1479421498406897261.jpg', 'CH3_001_output/center/1479421498606877598.jpg']","[-0.00481266411248, -0.00349065847695, -0.00391596514324, -0.003949517163929999, -0.00349065847695, -0.00349065847695, 0.00213107261821, 0.00824037454985, 0.0125858559013, 0.021696206581200004, 0.026919893646, 0.029670597985400005, 0.0373570455736, 0.04484775590080001, 0.04922222168859999, 0.0606703251558, 0.0666380467153, 0.063385902209, 0.0628318563104, 0.061655470431399996, 0.05934119597080001, 0.056429260798500004, 0.054105207324, 0.054105207324, 0.0503483906675]","[0.0, 4.09002650879858, 7.308538893012887, 8.10565849640431, 8.954954492794316, 9.752148842150659, 10.836758089243864, 11.261406088530137, 12.177413806592845, 12.83177937314952, 13.628898683610323, 14.713507780147886, 15.13815577808195, 16.222819812438136, 16.647467810345663, 17.73207677914145, 18.156724777172872, 18.953912702706024, 20.038521588385716, 20.46316958509161, 21.54777840724772, 21.972426404447447, 23.057090159345748, 23.85420891797668, 24.70350491455825, 25.500698420599335, 26.349994416019346]","[140, 141, 141, 141, 141, 141, 141, 142, 142, 143, 144, 144, 145, 145, 146, 147, 148, 147, 147, 147, 147, 147, 146, 146, 146]"
24,"['CH3_001_output/center/1479421500557313952.jpg', 'CH3_001_output/center/1479421500807373990.jpg', 'CH3_001_output/center/1479421501007304819.jpg']","[-0.0140700168872, -0.0157079640776, -0.0157079640776, -0.0174532923847, -0.0191986225545, -0.0191986225545, -0.0191986225545, -0.0191986225545, -0.0191986225545, -0.0165220911927, -0.0139626339078, -0.012217304669299999, -0.012217304669299999, -0.0157706989347, -0.024388849342799997, -0.0314293302591, -0.033161256462300004, -0.033161256462300004, -0.0314159281552, -0.0314159281552, -0.0314159281552, -0.0314159281552, -0.0314159281552, -0.0303530151265, -0.0279252678156]","[0.0, 4.201848199626891, 7.312964426189909, 8.110156827549321, 8.959452824354436, 9.756570304967674, 10.605866301761656, 11.40305852873566, 12.487666216965277, 12.912314215769644, 13.99692183887956, 14.42156983728795, 15.50623239629792, 16.30334952860338, 17.152645524276355, 17.949837402266358, 19.03444483188528, 19.459092829998966, 20.543700198320654, 20.968337064935813, 22.052999366874, 22.850116147500977, 23.699412143312767, 24.49660367285366, 25.5812108492267, 26.43050684544223, 27.22762339482536]","[140, 139, 139, 139, 139, 139, 139, 139, 139, 139, 140, 140, 140, 139, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138]"
25,"['CH3_001_output/center/1479421502907648389.jpg', 'CH3_001_output/center/1479421503160363163.jpg', 'CH3_001_output/center/1479421503357843035.jpg']","[-0.012217304669299999, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.00898737447455, -0.008726646192370001, -0.0069813169539, -0.0042741763343300005, -0.00349065847695, -0.00349065847695, -0.00349065847695, -0.00349065847695, -0.000313650074802, 0.0, 0.0016965292069, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847]","[0.0, 4.188138956910031, 7.671582932482568, 8.543567891086644, 8.968215890043783, 10.052877144530488, 11.13748336009752, 11.56213135890773, 12.646737507804856, 13.071385504850207, 14.156046588887683, 15.17232057875131, 15.686168368264617, 16.770829344480333, 17.567944325928078, 18.417240322238765, 19.214355215855033, 20.299016064870564, 20.723664063433738, 21.80826113207231, 22.657557128367294, 23.454746623400982, 24.53935230210147, 24.964000300971662, 26.048605915990837, 26.7555591228635, 27.611880959260727]","[140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141]"
26,"['CH3_001_output/center/1479421505208265808.jpg', 'CH3_001_output/center/1479421505408282443.jpg', 'CH3_001_output/center/1479421505658210676.jpg']","[-0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.012217304669299999, -0.012217304669299999, -0.011878543611600002, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.0104719754308, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.011082442330000001, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308]","[0.0, 3.5281922128283187, 7.799441888691785, 8.224089886733484, 9.30874964547843, 10.349370798759896, 10.83095838690471, 11.915618039255616, 12.34026603697564, 13.424870626581999, 14.221983717696848, 15.071279714584353, 15.868467551473268, 16.953072014269885, 17.377720010958402, 18.46232440876715, 18.886972407539727, 19.971631738520585, 20.768744480104942, 21.618040476810354, 22.415227964586933, 23.264512828619925, 24.061625397077034, 25.146229539271143, 25.570877536288855, 26.655536612093112, 27.080184610195523]","[140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140]"
27,"['CH3_001_output/center/1479421507558616067.jpg', 'CH3_001_output/center/1479421507808678204.jpg', 'CH3_001_output/center/1479421508008602516.jpg']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 3.00296148097e-05, 0.0, 0.0, -0.00174532923847, -0.00349065847695, -0.0069813169539, -0.0069813169539, -0.008726646192370001, -0.008726646192370001, -0.008726646192370001, -0.008726646192370001, -0.008726646192370001]","[0.0, 4.240383739921025, 7.258886415368106, 8.05607259508814, 8.905368590945095, 9.702479853239149, 10.551775849238279, 11.34896185463712, 12.422262215329042, 12.861392795909559, 13.669920527481045, 14.498154998262693, 15.295340799350715, 16.37994376647689, 16.804591764592754, 17.889249665506572, 18.313897662748793, 19.39850050079431, 19.82314849827257, 20.907751273139535, 21.704936727227626, 22.554232722783453, 23.351343254193644, 24.200628118186778, 24.997813397026576, 25.485105608885064, 26.47325725693887]","[141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 140, 140, 140, 140, 140, 140, 140]"
28,"['CH3_001_output/center/1479421509908819907.jpg', 'CH3_001_output/center/1479421510158642943.jpg', 'CH3_001_output/center/1479421510408845369.jpg']","[-0.026782575013900002, -0.0279252678156, -0.0279252678156, -0.0279252678156, -0.0279252678156, -0.0279252678156, -0.0279252678156, -0.0342663409499, -0.0452681782706, -0.0537714213831, -0.0628318563104, -0.06457718461749999, -0.0680678412318, -0.0680678412318, -0.07155849784610001, -0.07642287747719999, -0.0780452548426, -0.07679449021819999, -0.07853981852530001, -0.07853981852530001, -0.07853981852530001, -0.077198221073, -0.07679449021819999, -0.07679449021819999, -0.0750491544604]","[0.0, 3.815664681021768, 7.9188125894811545, 8.343460587562378, 9.140644705131507, 10.225246433047062, 10.64989442928572, 11.73455109150354, 12.159199088978072, 13.024104620824192, 13.756749600091558, 14.553858590529615, 15.403154587024275, 16.20033832450196, 17.08609413012519, 17.786011368072337, 18.583194991297717, 19.432490987318268, 20.229599689772943, 21.078895685526742, 21.87600429832445, 22.300652295738782, 23.38530850773055, 23.859478571724374, 24.59536273106323, 25.569333300520867, 26.418618165539492]","[138, 138, 138, 138, 138, 138, 138, 137, 136, 136, 135, 134, 134, 134, 134, 133, 133, 133, 133, 133, 133, 133, 133, 133, 133]"
29,"['CH3_001_output/center/1479421512409239483.jpg', 'CH3_001_output/center/1479421512659289308.jpg', 'CH3_001_output/center/1479421512859351305.jpg']","[-0.033161256462300004, -0.033161256462300004, -0.0320114806064, -0.0314159281552, -0.0314159281552, -0.0314159281552, -0.0314159281552, -0.031170448501499998, -0.029670597985400005, -0.0294399687312, -0.023734749309200002, -0.0189816133756, -0.0163755413974, -0.0159819744364, -0.0163888525702, -0.0139626339078, -0.012217304669299999, -0.0101522644204, -0.0074411182900500005, -0.005085291852439999, -0.00246827705269, -0.00174532923847, -0.00174532923847, -0.00174532923847, -0.00275028413994]","[0.0, 3.71752998849669, 7.2457159973767356, 8.095000861888485, 8.892108110328461, 9.74140410697706, 10.538586100165684, 11.387882097177823, 12.184989170554715, 12.609637169502664, 13.69429224906359, 14.118940247138784, 15.203540266374905, 15.6281882633579, 16.712788216025217, 17.509969831265117, 18.089796298947096, 19.057707615868036, 19.48591781794334, 20.567785646827662, 20.992433644920958, 22.077033385128956, 22.50168138360878, 23.586281060525824, 24.01092905735301, 25.09558366710817, 25.520231665061694]","[138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 139, 139, 139, 139, 139, 140, 140, 140, 140, 140, 141, 141, 141, 141, 141]"
30,"['CH3_001_output/center/1479421514859660140.jpg', 'CH3_001_output/center/1479421515109774090.jpg', 'CH3_001_output/center/1479421515359812599.jpg']","[-0.0279252678156, -0.026179939508400002, -0.024434609338599998, -0.0226892810315, -0.023477051599499997, -0.026179939508400002, -0.026179939508400002, -0.0245303633918, -0.020169301401400004, -0.0157675798665, -0.012217304669299999, -0.012217304669299999, -0.0104719754308, -0.0071104725223099996, -0.00100892342406, 0.0036456063472199997, 0.008726646192370001, 0.0103200175174, 0.0104719754308, 0.010634092666499999, 0.008726646192370001, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.008726646192370001]","[0.0, 3.5803713587982053, 7.432437927280541, 8.28172279289242, 9.078902778976984, 9.928198774508262, 10.725303843118972, 11.149951841531948, 12.234605446882682, 12.659253444423364, 13.74385198925794, 14.168499987295702, 14.965604823587466, 15.81490081958929, 16.612080398740822, 17.46137639573688, 18.258481055589712, 18.683129055050397, 19.767727363935503, 20.192375362264276, 20.989554709441414, 21.83885070643463, 22.635955134786595, 23.46325452825619, 24.27236522048312, 24.697013219015197, 25.54530734498442]","[138, 138, 138, 139, 139, 138, 138, 138, 139, 139, 140, 140, 140, 140, 141, 141, 142, 142, 142, 142, 142, 142, 142, 142, 142]"
31,"['CH3_001_output/center/1479421517460169879.jpg', 'CH3_001_output/center/1479421517760388687.jpg', 'CH3_001_output/center/1479421518013812299.jpg']","[0.033075112261900005, 0.033161256462300004, 0.033161256462300004, 0.033161256462300004, 0.0349065847695, 0.0366519130766, 0.0397129885124, 0.0401425734162, 0.0401425734162, 0.0427844352389, 0.0466587611424, 0.0488692186773, 0.0488692186773, 0.0488692186773, 0.0488692186773, 0.0488692186773, 0.0471238903701, 0.0471238903701, 0.0471238903701, 0.0488692186773, 0.0488692186773, 0.0506145469844, 0.05180854377230001, 0.0523598790169, 0.0558505356312]","[0.0, 3.7175217606390523, 7.5331905268614126, 7.95783852418158, 8.382486522569758, 9.179664444748491, 9.604301311422395, 10.408679080283106, 11.244472100880241, 11.669120100003722, 12.466223018578502, 12.890871017281038, 13.688048707574605, 14.130585643602876, 15.201232467327078, 15.625880465477525, 16.050528464765048, 16.847705980240125, 17.272353977997973, 18.069456604576924, 18.51362992820036, 19.343400598563267, 20.140503108413455, 20.565151106276346, 21.362328389836975, 21.786976389169535, 22.21162438627088]","[144, 144, 144, 144, 144, 145, 145, 145, 145, 145, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 146, 147]"
32,"['CH3_001_output/center/1479421520560797562.jpg', 'CH3_001_output/center/1479421520910794910.jpg', 'CH3_001_output/center/1479421521260985506.jpg']","[0.13264502584899998, 0.13264502584899998, 0.13264502584899998, 0.13264502584899998, 0.13264502584899998, 0.13264502584899998, 0.130879824683, 0.121305731882, 0.10823851654100002, 0.0934119398329, 0.0802731022404, 0.0716006189292, 0.0680678412318, 0.0680678412318, 0.0680678412318, 0.0680678412318, 0.0680678412318, 0.0663225129247, 0.06457718461749999, 0.06457718461749999, 0.0628318563104, 0.057595863938300004, 0.057595863938300004, 0.054077632600300005, 0.0437898606783]","[0.0, 4.089971301314533, 7.2623373967888725, 7.634810252533527, 8.059458251909502, 8.856559422238739, 9.281207421153798, 9.323541977671573, 10.098917904717132, 10.523565902362494, 10.948213900776027, 11.376950045910068, 11.992542304127419, 12.417190303750266, 12.841838300922532, 13.516863590058817, 13.916698617318204, 14.3413466156998, 15.138522328615148, 15.138522328615148, 15.98781832582562, 16.662387651712642, 17.51168364767265, 18.733432384100016, 19.955255861314463, 20.37990385970139, 21.479120911126916]","[154, 154, 154, 154, 154, 154, 154, 153, 152, 150, 149, 148, 148, 148, 148, 148, 148, 148, 147, 147, 147, 147, 147, 146, 145]"
33,"['CH3_001_output/center/1479421525563299240.jpg', 'CH3_001_output/center/1479421526761829673.jpg', 'CH3_001_output/center/1479421540564209354.jpg']","[0.0628318563104, 0.0610865242779, 0.0599775191579, 0.057595863938300004, 0.0566254831838, 0.0557602615667, 0.0531547215013, 0.0506145469844, 0.0488692186773, 0.00525733799009, -0.00174532923847, -0.00523598771542, -0.00523598771542, -0.0006044092386869999, 0.0172875233174, 0.069813169539, 0.069813169539, 0.0750491544604, 0.07152388123869999, 0.0580810064105, 0.0354382265491, 0.0139626339078, 0.014519661212500002, 0.036016493717800004, 0.040678947915099996]","[0.0, 3.8971125594530918, 7.19476034157256, 7.19476034157256, 7.19476034157256, 7.19476034157256, 7.19476034157256, 7.19476034157256, 7.19476034157256, 7.19476034157256, 7.19476034157256, 8.044056337855679, 9.143360572938379, 10.242576316346844, 10.667224315798027, 11.516520311347733, 12.615824377879717, 13.837571686816423, 14.262219685894957, 15.05931893743277, 15.756152642708413, 16.70578893268104, 17.9275360402831, 19.14935792027883, 19.57400591833597, 20.673221078027314, 21.097869076144203]","[147, 147, 147, 147, 147, 147, 146, 146, 146, 141, 141, 140, 140, 141, 143, 148, 148, 148, 148, 147, 144, 142, 142, 145, 145]"
34,"['CH3_001_output/center/1479421545915080618.jpg', 'CH3_001_output/center/1479421546315205831.jpg', 'CH3_001_output/center/1479421546715121150.jpg']","[0.0104719754308, 0.0104719754308, 0.0104719754308, 0.012217304669299999, 0.0132370034631, 0.0139626339078, 0.017695252740900003, 0.0281799860146, 0.041349455075800005, 0.0561644987231, 0.0684279224021, 0.0786394473213, 0.08569219601089999, 0.0890887960097, 0.090757124126, 0.090757124126, 0.090757124126, 0.090757124126, 0.090757124126, 0.090757124126, 0.09250245243310001, 0.09436162539169998, 0.09775997182530001, 0.10471975803400001, 0.11519121464299999]","[0.0, 3.665312953137823, 7.68212205368022, 8.115849105966495, 8.494221860361492, 9.17037289266826, 9.595020891276015, 10.019668888692612, 10.81676651408846, 11.241414511455737, 11.666062509740977, 12.463234879314212, 12.887882875920207, 12.887882875920207, 13.684980357788492, 14.109628355344672, 14.906800607611887, 15.33144860611741, 15.756096604802007, 16.553193941877367, 16.977841940101683, 17.402489937915753, 18.19958718497416, 18.62423518399818, 19.29888953783892, 20.14710574205407, 21.368850873795783]","[142, 142, 142, 142, 142, 142, 143, 144, 145, 147, 148, 149, 150, 150, 150, 150, 150, 150, 150, 150, 150, 150, 151, 151, 153]"
35,"['CH3_001_output/center/1479421549465597476.jpg', 'CH3_001_output/center/1479421549765665689.jpg', 'CH3_001_output/center/1479421550065674992.jpg']","[0.045378562063, 0.04363323003050001, 0.04363323003050001, 0.04363323003050001, 0.045074222903000005, 0.04363323003050001, 0.04363323003050001, 0.045378562063, 0.045378562063, 0.04363323003050001, 0.0408364908101, 0.0373818418253, 0.030382807145400002, 0.025669718409700004, 0.0168218229313, 0.00412554496347, -0.00930882406103, -0.022407217311900002, -0.0311492739788, -0.0349065847695, -0.0349065847695, -0.033161256462300004, -0.033161256462300004, -0.033161256462300004, -0.033161256462300004]","[0.0, 3.665307431828883, 7.330614249166221, 7.3371041371778825, 8.416676913083851, 8.84132491217919, 9.638420733808728, 10.063068732375026, 10.860164498101966, 11.284812496139235, 12.081983034153598, 12.506631032621048, 13.303726682458514, 13.728363549322228, 14.525533969665709, 14.950181967664474, 15.74727750133483, 16.1719255003244, 16.969020975138704, 17.393668974667797, 18.19083922103556, 18.615487218515895, 19.4125825760898, 19.837230573411055, 20.634400703740546, 21.059048702641967, 21.85614394528724]","[145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 144, 144, 143, 141, 140, 139, 138, 137, 137, 138, 138, 138, 138]"
