,X,steering_angles,travelled_dist,y
22,"['CH3_002_output/center/1480702757379733145.jpg', 'CH3_002_output/center/1480702757730868531.jpg', 'CH3_002_output/center/1480702758029857386.jpg']","[-0.033161256462300004, -0.033161256462300004, -0.0349065847695, -0.0366519130766, -0.0355996634389, -0.033161256462300004, -0.034208167759, -0.0366519130766, -0.040464463663199994, -0.045378562063, -0.045378562063, -0.04363323003050001, -0.04363323003050001, -0.045608270880399995, -0.044927630116999996, -0.012942704905100001, 0.017353240255700002, 0.054447136976500006, 0.06727176642419999, 0.056645465888400005, 0.0720409847157, 0.159342083152, 0.20284603166700002, 0.240874265095, 0.24083265903099998]","[0.0, 3.985414789750046, 7.1037656533183515, 7.262589333442762, 7.930720697261575, 8.72796196896936, 8.72796196896936, 9.525128368832553, 9.525128368832553, 10.32236958173998, 10.74701758040984, 11.421664323832577, 11.846312321936312, 12.520959033543958, 13.159067111079821, 13.62779388602419, 14.302440528966704, 14.727088526661426, 15.401823565885172, 15.826471563713634, 16.6236377319902, 17.42080386893269, 18.21804482025802, 19.015210900550024, 19.439858899946834, 20.79237807807594, 21.241539085363122]","[827, 827, 827, 826, 827, 827, 827, 826, 826, 826, 826, 826, 826, 826, 826, 829, 832, 836, 837, 836, 837, 846, 850, 854, 854]"
23,"['CH3_002_output/center/1480702760830354830.jpg', 'CH3_002_output/center/1480702761130394566.jpg', 'CH3_002_output/center/1480702761430496350.jpg']","[0.0104719754308, 0.0104719754308, 0.0157079640776, 0.0157079640776, 0.0157079640776, 0.0157079640776, 0.0157079640776, 0.0157079640776, 0.0157079640776, 0.012525090252200001, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.0117007029173, 0.011856459201499999, 0.012217304669299999, 0.012217304669299999, 0.0139626339078, 0.0157079640776, 0.0217640513477, 0.0389379622865, 0.050725877708900004]","[0.0, 3.613459155876656, 7.391787014045383, 8.189027005926302, 8.863672343994605, 9.344397625040138, 9.962633511072497, 10.759873416078086, 11.434518650999024, 11.859166649795139, 12.65640649577876, 13.453571470310589, 13.453571470310589, 14.250736419640756, 15.047976178946401, 15.455625789198438, 16.13048493082884, 16.927649788431914, 17.35229778791414, 18.027031178668345, 18.824195978551256, 19.59276130297601, 20.01877901919671, 20.693423879001372, 21.490582663445778, 21.91523066071843, 22.712470158279544]","[831, 831, 832, 832, 832, 832, 832, 832, 832, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 832, 832, 832, 834, 835]"
24,"['CH3_002_output/center/1480702763780955456.jpg', 'CH3_002_output/center/1480702764081072673.jpg', 'CH3_002_output/center/1480702764330956010.jpg']","[-0.0488692186773, -0.0488692186773, -0.0488692186773, -0.051721126013, -0.054105207324, -0.054105207324, -0.0523598790169, -0.0523598790169, -0.0521757643353, -0.0438497389807, -0.017647766014900004, 0.017125867947799998, 0.0441310645385, 0.0523598790169, 0.046819514605700004, 0.0335603218418, 0.0151321825259, -0.000545695584063, -0.015947391186, -0.021193660580000002, -0.0226892810315, -0.0209439508617, -0.0191986225545, -0.0172686390837, -0.00313904288127]","[0.0, 3.9155071228936347, 7.283121113272, 8.0802849837853, 8.877523667282459, 8.877523667282459, 9.674687481939689, 10.471851265454646, 11.269089861264641, 11.693737859895005, 12.368381512929805, 13.1655452130217, 13.962777791820537, 14.387425790672571, 15.184589398282599, 15.85932134929585, 16.65648492826989, 17.081132927084067, 17.878296450002885, 18.67553478323079, 19.350178163384015, 19.774826161640092, 20.572064437901123, 21.36922784434596, 22.1663912245188, 22.342241364818022, 22.96362941383516]","[825, 825, 825, 825, 825, 825, 825, 825, 825, 826, 828, 832, 835, 835, 835, 834, 832, 830, 829, 828, 828, 828, 828, 828, 830]"
25,"['CH3_002_output/center/1480702766631402968.jpg', 'CH3_002_output/center/1480702766881958934.jpg', 'CH3_002_output/center/1480702767131504210.jpg']","[-0.0069813169539, -0.00772275431348, -0.0118934360418, -0.0164216006203, -0.0174532923847, -0.0115164385426, -0.00323060108635, 0.0024382880051300004, 0.00349065847695, 0.00349065847695, 0.00349065847695, 0.00349065847695, 0.00349065847695, 0.00349065847695, 0.00349065847695, 0.00349065847695, 0.00349065847695, 0.00349065847695, 0.00349065847695, 0.00349065847695, 0.00174532923847, 0.0028910751616, 0.0, -0.00174532923847, -0.00174532923847]","[0.0, 3.613373821097631, 7.1042906223831475, 7.901453157541487, 8.587396065895625, 8.888046001421896, 9.685283320341108, 10.482445765128908, 11.279683024272384, 12.076845414297779, 12.501493412490275, 13.190807517171624, 13.922554988627803, 14.7197172906998, 15.516954404209185, 15.941602403387813, 16.738764616385282, 17.53592680266083, 18.333163800778554, 19.007805600750203, 19.432453597656092, 20.229690537290296, 21.026852607095545, 21.824014647538657, 22.621251497769983, 23.045899494467744, 23.74014528730405]","[829, 829, 829, 828, 828, 829, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830]"
26,"['CH3_002_output/center/1480702769381860689.jpg', 'CH3_002_output/center/1480702769682004785.jpg', 'CH3_002_output/center/1480702769932030351.jpg']","[0.0, 0.0, -0.00174532923847, -0.00174532923847, -0.00174532923847, -0.00174532923847, -0.00174532923847, -0.00207639258378, -0.010534972085200002, -0.0257019040289, -0.041252273904, -0.0526607653804, -0.054105207324, -0.0558505356312, -0.0558505356312, -0.0558505356312, -0.0558505356312, -0.05557808663319999, -0.054105207324, -0.0538141044149, -0.051270480434300006, -0.0427058206399, -0.020678052681, 0.00283441539788, 0.023340131085]","[0.0, 4.152047601296607, 7.765415171193721, 8.562651123026967, 8.987299121307391, 9.784460175036088, 10.581696039050483, 11.256336497875687, 12.05349749287609, 12.47814549066488, 13.275381265365452, 14.072542172247692, 14.869777891053173, 15.666938739743486, 16.09158673754448, 16.888747528549523, 17.685983130898084, 18.483143864079008, 19.280379407945905, 19.856990058679024, 20.141560994787262, 20.93872163816225, 21.73595709457186, 22.53311768056993, 23.330353078190907, 23.75500107805502, 24.552161580551783]","[830, 830, 830, 830, 830, 830, 830, 830, 829, 828, 826, 825, 825, 825, 825, 825, 825, 825, 825, 825, 825, 826, 828, 830, 832]"
27,"['CH3_002_output/center/1480702772082364528.jpg', 'CH3_002_output/center/1480702772332400699.jpg', 'CH3_002_output/center/1480702772582458450.jpg']","[-0.038397245109099996, -0.038397245109099996, -0.038397245109099996, -0.038397245109099996, -0.038397245109099996, -0.0401425734162, -0.0401425734162, -0.0401425734162, -0.0401425734162, -0.0401425734162, -0.0401425734162, -0.0418879017234, -0.04363323003050001, -0.04363323003050001, -0.04363323003050001, -0.04363323003050001, -0.04363323003050001, -0.04363323003050001, -0.04363323003050001, -0.04363323003050001, -0.04363323003050001, -0.04363323003050001, -0.04363323003050001, -0.04363323003050001, -0.0418879017234]","[0.0, 3.613437207042662, 7.226799021690098, 7.947621141203494, 8.643598961757503, 9.068246958733113, 9.865481398717288, 10.662640968669278, 11.459800509848199, 12.257034864627219, 12.878423870345312, 13.357132422453226, 14.154366686942298, 14.951520153574748, 15.74867951773569, 16.399219440535905, 16.86118730050725, 17.658346580491386, 18.455580670721073, 19.252739890572705, 19.677387888106974, 20.443453846466685, 21.275202137122847, 21.94984036856222, 22.747074311168813, 23.171722310101046, 23.968881356624063]","[826, 826, 826, 826, 826, 826, 826, 826, 826, 826, 826, 826, 826, 826, 826, 826, 826, 826, 826, 826, 826, 826, 826, 826, 826]"
28,"['CH3_002_output/center/1480702774782866541.jpg', 'CH3_002_output/center/1480702775082916528.jpg', 'CH3_002_output/center/1480702775335146405.jpg']","[-0.111103938453, -0.13235119673499998, -0.155627362735, -0.17031730951299998, -0.17453292012200003, -0.172787591815, -0.172302557321, -0.171042263508, -0.168809848123, -0.166212264092, -0.165806278586, -0.165806278586, -0.165806278586, -0.165806278586, -0.165806278586, -0.165806278586, -0.165806278586, -0.165806278586, -0.166214351711, -0.167551606894, -0.171042263508, -0.172303404105, -0.17453292012200003, -0.17453292012200003, -0.17453292012200003]","[0.0, 4.038068084906473, 7.592351604162411, 8.278604909188486, 8.703252907851663, 9.500411021966395, 10.297643949756882, 11.094802007625933, 11.51945000657813, 12.316608005579527, 13.113840816274887, 13.910998760719734, 14.335646759511022, 15.1328794832898, 15.930037336637008, 16.727195162734333, 17.151843161294465, 17.94907576904681, 18.746233507284206, 19.170881505439336, 19.9680391844152, 20.765271676000967, 21.562429299208855, 21.987077298503376, 22.78430970357022, 23.581467237566933, 24.00611523567553]","[819, 817, 815, 813, 813, 813, 813, 813, 813, 814, 814, 814, 814, 814, 814, 814, 814, 814, 814, 813, 813, 813, 813, 813, 813]"
29,"['CH3_002_output/center/1480702777533324561.jpg', 'CH3_002_output/center/1480702777783470573.jpg', 'CH3_002_output/center/1480702778083325068.jpg']","[-0.0631566579942, -0.0682439648275, -0.07155849784610001, -0.0733038261533, -0.0743094442411, -0.07679449021819999, -0.07679449021819999, -0.07679449021819999, -0.07679449021819999, -0.0750491544604, -0.0750491544604, -0.0750491544604, -0.0750491544604, -0.0733038261533, -0.0723572542358, -0.0714901980194, -0.0688784027712, -0.0680678412318, -0.0680678412318, -0.0680678412318, -0.06453681678069999, -0.0469968184493, -0.0120675028694, 0.0157503242572, 0.033174446343]","[0.0, 3.6133501876352865, 7.651422518265267, 8.076070516081208, 8.873227062989022, 9.67045842038949, 10.09510641927937, 10.892262877090605, 11.689419307032107, 12.63519225165, 12.821740372025005, 13.90637670881858, 14.703607834535665, 15.128255832336297, 15.92540612926787, 16.722562328174607, 17.14721032645982, 17.944441306169622, 18.38242749781979, 19.091111609703045, 19.888267660509918, 20.323973639714225, 21.04054026631726, 21.8376962297436, 22.26234422952812, 23.059574976684388, 23.856730855150875]","[824, 823, 823, 823, 823, 822, 822, 822, 822, 823, 823, 823, 823, 823, 823, 823, 823, 823, 823, 823, 824, 825, 829, 832, 833]"
30,"['CH3_002_output/center/1480702780333758469.jpg', 'CH3_002_output/center/1480702780634012127.jpg', 'CH3_002_output/center/1480702780883965301.jpg']","[-0.0164875038447, -0.0023592825147199996, 0.008947355908409999, 0.0172331105897, 0.0191986225545, 0.0191986225545, 0.016814347317700002, 0.010943311294200002, 0.004603971671640001, 0.00174532923847, 0.0023564334724599997, 0.00349065847695, 0.00349065847695, 0.00202917634558, 0.0, 0.0, -0.00174532923847, -0.00174532923847, -0.00174532923847, -0.00174532923847, -0.0022894944815, -0.00349065847695, -0.00523598771542, -0.0069813169539, -0.00923118778769]","[0.0, 4.03798528329715, 7.661056921753257, 8.458286593765836, 8.88293459136911, 9.680089364050062, 10.132665126338747, 10.802633332023941, 11.599788018537627, 12.024436015785797, 12.821590646898885, 13.6188200863052, 14.043468084148778, 15.128103095335184, 15.925332417512378, 16.349980415276644, 17.1471348394275, 17.94428923359941, 18.368937232808193, 19.16616640968581, 19.963320719407054, 20.387968717731674, 21.185122970476833, 21.98235203158418, 22.407000029504907, 23.491634761124743, 24.288857777407845]","[828, 830, 831, 832, 832, 832, 832, 831, 831, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 829, 829]"
31,"['CH3_002_output/center/1480702783084360081.jpg', 'CH3_002_output/center/1480702783334349778.jpg', 'CH3_002_output/center/1480702783634444067.jpg']","[-0.0191986225545, -0.0191986225545, -0.0191986225545, -0.0174532923847, -0.0186034808213, -0.022986074247599998, -0.024434609338599998, -0.0226892810315, -0.0226892810315, -0.022432097478200002, -0.0209439508617, -0.0189522025742, -0.011300025318499999, 0.0120359193781, 0.0404498960355, 0.0560575569864, 0.0554591063347, 0.04481853149730001, 0.0355270832351, 0.0349065847695, 0.033161256462300004, 0.033161256462300004, 0.033161256462300004, 0.0314159281552, 0.0314159281552]","[0.0, 3.6115887981449353, 7.52732810543786, 7.951976102982208, 8.749129189667615, 9.54628224901886, 10.395567113221349, 11.192794925276695, 11.989947867920062, 12.414595866571016, 13.211823590257051, 14.008976446535243, 14.433624445042314, 15.230777243584317, 16.02800485082825, 16.45265284856196, 17.35667194540499, 17.976417352077927, 18.802764885193223, 19.599917479143674, 20.024565477328345, 20.821718013796442, 21.618945359836214, 22.043593357356823, 22.840745805350643, 23.63789822410108, 24.487194221618633]","[828, 828, 828, 828, 828, 828, 828, 828, 828, 828, 828, 828, 829, 831, 834, 836, 836, 835, 834, 834, 833, 833, 833, 833, 833]"
32,"['CH3_002_output/center/1480702785784848916.jpg', 'CH3_002_output/center/1480702786084814669.jpg', 'CH3_002_output/center/1480702786334865758.jpg']","[-0.021768888239700003, -0.031165865971, -0.0598454576291, -0.085457274202, -0.09599310904740001, -0.09599310904740001, -0.09599310904740001, -0.09599310904740001, -0.09599310904740001, -0.0943536856072, -0.09250245243310001, -0.09250245243310001, -0.09250245243310001, -0.09250245243310001, -0.0942477807403, -0.0926286110836, -0.0893125007021, -0.0855211317539, -0.0855211317539, -0.0855211317539, -0.0855211317539, -0.0855211317539, -0.0855211317539, -0.0855211317539, -0.087928928563]","[0.0, 3.9008368820113457, 7.429123535663636, 8.22634974748842, 8.650997745688992, 9.448149059765168, 10.245375184401007, 11.094671180690968, 11.891822379243065, 12.688973550178849, 13.113621547597607, 13.910847495998958, 14.707998578942194, 15.13264657573848, 15.9298724403828, 16.785425837119824, 17.497295665378882, 18.29444064439079, 18.71908864226958, 19.516314331103562, 20.313465152231792, 20.738113151445884, 21.822745383608357, 22.619970927232927, 23.044618924959725, 23.841769570292918, 24.266417567850986]","[828, 827, 824, 822, 821, 821, 821, 821, 821, 821, 821, 821, 821, 821, 821, 821, 821, 822, 822, 822, 822, 822, 822, 822, 821]"
33,"['CH3_002_output/center/1480702788485242241.jpg', 'CH3_002_output/center/1480702788735342402.jpg', 'CH3_002_output/center/1480702788985473219.jpg']","[-0.126433277776, -0.115519394877, -0.102442296205, -0.0906707883399, -0.0749984088423, -0.0576158984426, -0.0384597255488, -0.00839284914673, 0.0381478909083, 0.09416539362950001, 0.14564842636199998, 0.18506378532900003, 0.215269663838, 0.23193717067400002, 0.240855440497, 0.242600768805, 0.242112281457, 0.24983449151099998, 0.249582082033, 0.249582082033, 0.251327425241, 0.254818081856, 0.252424808439, 0.249582082033, 0.247202709025]","[0.0, 3.5072109335852533, 7.014094811696433, 8.09878119586367, 8.895930737665758, 9.320578736403762, 10.117803058562316, 10.823686986887251, 11.705624332705547, 12.502773700797933, 12.927421698359739, 13.724645846847359, 14.57394184328829, 15.371091064074898, 15.795739063064348, 16.592963066032503, 17.677594103203948, 18.10224210070559, 18.899391149248434, 19.324039146472405, 20.40872508198392, 21.205874013596553, 21.63052201270205, 22.427745724834228, 22.852393722251595, 23.937015808401817, 24.73416456501092]","[817, 819, 820, 821, 823, 824, 826, 829, 834, 840, 845, 849, 852, 853, 854, 854, 854, 855, 855, 855, 855, 856, 855, 855, 855]"
34,"['CH3_002_output/center/1480702791135760851.jpg', 'CH3_002_output/center/1480702791435791075.jpg', 'CH3_002_output/center/1480702791685803110.jpg']","[0.11670187395500001, 0.111305507544, 0.09384852161219999, 0.0729686607867, 0.0653420316224, 0.0644555983066, 0.0628318563104, 0.0628318563104, 0.0637975365617, 0.0645128544318, 0.062878057835, 0.06457718461749999, 0.06457718461749999, 0.06987767584539999, 0.07686226398950001, 0.0802851468325, 0.0802851468325, 0.07853981852530001, 0.0750425278841, 0.0662601129376, 0.0602236166735, 0.0541015688982, 0.0488692186773, 0.0488692186773, 0.04803831823890001]","[0.0, 4.080503989339681, 7.613769334205354, 8.463054197646981, 9.26020185285594, 10.057424314943793, 10.482072314085706, 11.279219877507304, 11.703867876330659, 12.501015382383246, 13.298237700364908, 14.382867497916726, 14.807515496059747, 15.604737696340688, 16.40188503167703, 17.418225893465166, 17.858530866627376, 18.655752921140053, 19.386777051900424, 19.818818548919545, 20.616040516444755, 21.700670059601567, 22.125318056655107, 22.92246507070881, 23.71968689457943, 24.144334892230663, 24.94148181911096]","[842, 841, 840, 837, 837, 837, 836, 836, 837, 837, 836, 837, 837, 837, 838, 838, 838, 838, 838, 837, 836, 836, 835, 835, 835]"
35,"['CH3_002_output/center/1480702793786330219.jpg', 'CH3_002_output/center/1480702794036347234.jpg', 'CH3_002_output/center/1480702794289726826.jpg']","[-0.0007978667062550001, -0.00152561560822, -0.00174532923847, -0.000245519843688, 0.00174532923847, 0.00349065847695, 0.00411709648332, 0.00523598771542, 0.00702876912487, 0.0171719792576, 0.0186184721505, 0.014250305341700001, 0.012217304669299999, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.014997850394700002, 0.0139626339078, 0.012217304669299999, 0.012217304669299999]","[0.0, 3.6654575454451654, 7.265287200867854, 8.062433167071916, 8.498424555935324, 9.574194152770064, 10.37141484176377, 10.796062838376313, 11.59320862960888, 12.390429231082228, 12.815077229292271, 13.612222937071122, 14.410431876011618, 15.257735265247417, 16.054949762601428, 16.852095322916345, 17.2767433214981, 18.073963660185036, 18.871109132904717, 19.295757130195003, 20.099159795033803, 21.17475904019002, 21.599407038773712, 22.396552336782296, 22.834322305469577, 23.543776775631276, 24.34092198708608]","[830, 830, 830, 830, 830, 830, 831, 831, 831, 832, 832, 832, 831, 831, 831, 831, 831, 831, 831, 831, 831, 832, 832, 831, 831]"
